title,activity_contents,categories,url,thumbnail
Equivalent Fractions With Tenths and Hundredths Using Models #3,"Get more practice finding equivalent fractions with the help of tenths and hundredths models with this fourth-grade math worksheet! This one-page worksheet features four sets of fractions, each of which contains one fraction with a denominator of 10 and an equivalent fraction with a denominator of 100. Students will need to use their understanding of multiplication and division to find the missing numerator in each pair that would make the fractions equivalent. For each problem, learners will shade the tenth and hundredth models to match the given fractions in order to help them determine the missing numerator.

This worksheet is the third in a set of three. Get more targeted practice with the other worksheets in this series: Equivalent Fractions With Tenths and Hundredths Using Models #1 and Equivalent Fractions With Tenths and Hundredths Using Models #2!
","{'brand': ['Fourth Grade'], 'subject': ['Math', 'Fractions', 'Fraction Models', 'Equivalent Fractions']}",/worksheet/article/equivalent-fractions-with-tenths-and-hundredths-using-models-3/,https://cdn.education.com/worksheet-image/3870865/equivalent-fractions-tenths-hundredths-models-2023-10-26.gif
Equivalent Fractions With Tenths and Hundredths Using Models #2,"Get more practice finding equivalent fractions with the help of tenths and hundredths models with this fourth-grade math worksheet! This one-page worksheet features four sets of fractions, each of which contains one fraction with a denominator of 10 and an equivalent fraction with a denominator of 100. Students will need to use their understanding of multiplication and division to find the missing numerator in each pair that would make the fractions equivalent. For each problem, learners will shade the tenth and hundredth models to match the given fractions in order to help them determine the missing numerator.

This worksheet is the second in a set of three. Get more targeted practice with the other worksheets in this series: Equivalent Fractions With Tenths and Hundredths Using Models #1 and Equivalent Fractions With Tenths and Hundredths Using Models #3!
","{'brand': ['Fourth Grade'], 'subject': ['Math', 'Fractions', 'Fraction Models', 'Equivalent Fractions']}",/worksheet/article/equivalent-fractions-with-tenths-and-hundredths-using-models-2/,https://cdn.education.com/worksheet-image/3870856/equivalent-fractions-tenths-hundredths-models-2023-10-26.gif
Equivalent Fractions With Tenths and Hundredths Using Models #1,"Practice finding equivalent fractions with the help of tenths and hundredths models with this fourth-grade math worksheet! This one-page worksheet features four sets of fractions, each of which contains one fraction with a denominator of 10 and an equivalent fraction with a denominator of 100. Students will need to use their understanding of multiplication and division to find the missing numerator in each pair that would make the fractions equivalent. For each problem, learners will shade the tenth and hundredth models to match the given fractions in order to help them determine the missing numerator.

This worksheet is the first in a set of three. Keep practicing with the other worksheets in this series: Equivalent Fractions With Tenths and Hundredths Using Models #2 and Equivalent Fractions With Tenths and Hundredths Using Models #3!
","{'brand': ['Fourth Grade'], 'subject': ['Math', 'Fractions', 'Fraction Models', 'Equivalent Fractions']}",/worksheet/article/equivalent-fractions-with-tenths-and-hundredths-using-models-1/,https://cdn.education.com/worksheet-image/3870658/equivalent-fractions-tenths-hundredths-models-2023-10-26.gif
Count Forward by Fives Maze: Three-Digit Numbers #3,"Help the buzzing bee find its way to the hive in this fun skip-counting number maze! The third worksheet in a series of three, this invites second-grade math worksheet asks students to follow the path of three-digit numbers as they count forward by fives to make their way through the math maze. As an added challenge, this worksheet features numbers that are not multiples of 5, so students will need to rely on their knowledge of addition and number patterns to complete the maze. Skip counting helps to build students' number sense and understanding of place value and number patterns, while laying the foundation for multiplication.
To prepare for this worksheet, try the Count Forward by Fives Maze: Two-Digit Numbers #1 and the Count Forward by Fives Maze: Two- and Three-Digit Numbers #1 worksheets. And don't miss the other worksheets in this series: Count Forward by Fives Maze: Three-Digit Numbers #1 and Count Forward by Fives Maze: Three-Digit Numbers #2!
","{'brand': ['Second Grade'], 'subject': ['Math', 'Number Sense', 'Number Patterns', 'Skip Counting ', 'Skip Counting by 5s']}",/worksheet/article/count-forward-by-fives-maze-three-digit-numbers-3/,https://cdn.education.com/worksheet-image/3870597/count-fives-maze-three-digit-2023-10-26.gif
Count Forward by Fives Maze: Three-Digit Numbers #2,"Help the hummingbird find its way to the flower in this sweet skip-counting number maze! The second worksheet in a series of three, this engaging second-grade math worksheet invites students to follow the path of three-digit numbers as they count forward by fives to make their way through the math maze. As an added challenge, this worksheet features numbers that are not multiples of 5, so students will need to rely on their knowledge of addition and number patterns to complete the maze. Skip counting helps to build students' number sense and understanding of place value, while laying the foundation for multiplication.
To prepare for this worksheet, try the Count Forward by Fives Maze: Two-Digit Numbers #1 and the Count Forward by Fives Maze: Two- and Three-Digit Numbers #1 worksheets. And don't miss the other worksheets in this series: Count Forward by Fives Maze: Three-Digit Numbers #1 and Count Forward by Fives Maze: Three-Digit Numbers #3!
","{'brand': ['Second Grade'], 'subject': ['Math', 'Number Sense', 'Number Patterns', 'Skip Counting ', 'Skip Counting by 5s']}",/worksheet/article/count-forward-by-fives-maze-three-digit-numbers-2/,https://cdn.education.com/worksheet-image/3870586/count-fives-maze-three-digit-2023-10-26.gif
Finding Surface Area Using Nets #2,"Give your students more practice calculating the surface area of different prisms and pyramids with this geometry worksheet! In the second installment of this middle school math worksheet, learners are presented with four unique three-dimensional shapes and their corresponding nets and asked to find the surface area of each. Each of the three-dimensional shapes are made up of either triangular faces or rectangular faces, or a combination of both.
Geared toward sixth- and seventh-grade learners, this worksheet is a great way to help students develop visual and spatial awareness while deepening their understanding of geometry and surface area. Don't miss Finding Surface Area Using Nets #1 and Finding Surface Area Using Nets #3 for more targeted skills practice!
","{'brand': ['Sixth Grade', 'Seventh Grade'], 'subject': ['Math', 'Geometry', 'Area', 'Surface Area']}",/worksheet/article/finding-surface-area-using-nets-2/,https://cdn.education.com/worksheet-image/3870574/finding-surface-area-nets-2-2023-10-26.gif
"Open Number Line Addition Within 1,000: Write the Equation #2","Give your learner additional practice writing multi-digit addition equations using open number lines with the second installment of this hands-on math worksheet! Ideal for second graders, this one-page worksheet features open number lines with arrows that represent three-digit addition equations within 1,000. Students are asked to use the work shown on the concrete model to write a matching addition equation, including both addends and the sum.
Number lines offer students a concrete model to help them visualize the addition process. Get more targeted practice with the other worksheets in this series: Open Number Line Addition Within 1,000: Write the Equation #1 and Open Number Line Addition Within 1,000: Write the Equation #3.
","{'brand': ['Second Grade'], 'subject': ['Math', 'Addition', 'Multi-Digit Addition', 'Addition Strategies', 'Three-Digit Addition', 'Addition on a Number Line']}",/worksheet/article/open-number-line-addition-within-1000-write-the-equation-2/,https://cdn.education.com/worksheet-image/3870023/open-number-line-addition-1000-2023-10-25.gif
Three-Dimensional Shapes Maze,"Can you follow the path of 3D shapes to complete this math maze? Kindergarten learners will gain important practice distinguishing between two- and three-dimensional shapes by following a path of 3D shapes through a colorful maze. Featuring cylinders, cubes, spheres, and cones, this worksheet is a fun, hands-on way to provide engaging geometry practice for your young math learner.

As they work their way through the maze, encourage learners to talk about the features that make each shape two-dimensional or three-dimensional. You can build your young mathematicians’ vocabulary by helping them understand that a “flat” shape is called a two-dimensional shape and a “solid” shape is called a three-dimensional shape. Be sure to check out the Two-Dimensional Shapes Maze for more engaging practice!
","{'brand': ['Kindergarten'], 'subject': ['Math', 'Geometry', '3D Shapes']}",/worksheet/article/three-dimensional-shapes-maze/,https://cdn.education.com/worksheet-image/3870005/three-dimensional-shapes-maze-2023-11-10.gif
PEEL Paragraph Graphic Organizer,"Help students organize their ideas and structure their paragraph responses with this PEEL graphic organizer! The PEEL acronym—which stands for point, evidence, explain, and link—is a writing strategy that helps learners introduce their topic and support it with relevant evidence and reasoning, in a clear and logical format. Have your students use this graphic organizer to help them plan out their argumentative or informational paragraphs before they begin writing. Ideal for students in fifth through eighth grade, this versatile resource can be used to fit any argumentative writing prompt you’d like students to answer.
For additional support, check out the PEEL Writing Strategy Handout which features clear explanations and sentence starters for each of the components.
","{'brand': ['Fifth Grade', 'Sixth Grade', 'Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Writing', 'Writing Process', 'Nonfiction Writing', 'Teacher Resources', 'Handouts', 'Essay Writing', 'Writing Organization and Structure', 'Argument Writing', 'Informational Writing', 'Sequencing']}",/worksheet/article/peel-paragraph-graphic-organizer/,https://cdn.education.com/worksheet-image/3868756/peel-paragraph-graphic-organizer-2023-10-24.gif
Informational Reading Comprehension: Biography of Mabel Ping-Hua Lee,"Learn all about the life and accomplishments of Dr. Mabel Ping-Hua Lee with this three-page informational reading comprehension worksheet! Dr. Mabel Ping-Hua Lee was a Chinese-American suffragist, activist, and minister who advocated for equal rights for women, both American and Chinese, during the early 20th century. This worksheet invites students to read about the life of Mabel Ping-Hua Lee with a two-page biography. Then, on page 3, students will demonstrate their understanding of the text by answering a variety of reading comprehension and analysis questions that focus on synthesizing information, sequencing events, making inferences, and citing text evidence.
Geared toward sixth-, seventh-, and eighth-grade learners, this worksheet is a great way to honor Women's History Month or Asian Pacific American Heritage Month. Or use it any time of year to build essential nonfiction reading comprehension skills. For a look at more inspiring trailblazers, check out the Asian American and Pacific Islander Leaders Poster and the Women Who Dared to Dream Poster.
","{'brand': ['Sixth Grade', 'Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Reading', 'Grammar', 'Seasonal', 'Social studies', 'Language and Vocabulary', 'History', 'Reading Genres and Types', ""Women's History Month"", 'U.S. History', 'Reading Comprehension Strategies', 'Asian Pacific American Heritage Month', 'Vocabulary', 'Nonfiction', 'Comprehension Questions', 'Text Evidence', 'Sequencing Events', 'Making Inferences', 'Analyzing Story Structure', 'Determining Meaning Using Context Clues', 'Sequencing Events in Nonfiction', 'Analyzing Character', 'Nonfiction Comprehension Questions', 'Making Inferences in Nonfiction']}",/worksheet/article/informational-reading-comprehension-biography-of-mabel-ping-hua-lee/,https://cdn.education.com/worksheet-image/3867665/informational-reading-comprehension-biography-mabel-2023-10-23.gif
Character Quote Response: Gloria From Because of Winn-Dixie,"Invite students to reflect on a quote by the character Gloria Dump from Kate DiCamillo’s Because of Winn-Dixie with this engaging writing worksheet. In this reflective writing exercise, students will respond with words and images as they share their interpretation of the given quote. They’ll reflect on how the quote applies to their own life or the world at large, and they’ll create a visual representation of the quote.
Analyzing quotes is an important part of interpreting and drawing meaning from an author or speaker’s words. When we closely analyze words and their impact, we build a deeper understanding of the intended meaning. Whether used as a warm-up to begin class, as a writing assessment, or as an independent assignment, this exercise is a great way to stimulate critical thinking and discussion in a middle-grade classroom. Don't miss our other high-interest character quote response worksheets!
","{'brand': ['Sixth Grade', 'Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Writing', 'Nonfiction Writing', 'Reflective Writing']}",/worksheet/article/character-quote-response-gloria-from-because-of-winn-dixie/,https://cdn.education.com/worksheet-image/3867569/character-quote-response-gloria-winn-2024-01-10.gif
Character Quote Response: Ivan From The One and Only Ivan,"Invite students to reflect on a quote by the character Ivan from Katherine Applegate’s The One and Only Ivan with this engaging writing worksheet. In this reflective writing exercise, students will respond with words and images as they share their interpretation of the given quote. They’ll reflect on how the quote applies to their own life or the world at large, and they’ll create a visual representation of the quote.
Analyzing quotes is an important part of interpreting and drawing meaning from an author or speaker’s words. When we closely analyze words and their impact, we build a deeper understanding of the intended meaning. Whether used as a warm-up to begin class, as a writing assessment, or as an independent assignment, this exercise is a great way to stimulate critical thinking and discussion in a middle-grade classroom. Don't miss our other high-interest character quote response worksheets!
","{'brand': ['Sixth Grade', 'Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Writing', 'Nonfiction Writing', 'Reflective Writing']}",/worksheet/article/character-quote-response-ivan-from-the-one-and-only-ivan/,https://cdn.education.com/worksheet-image/3867550/character-quote-response-ivan-ivan-2024-01-10.gif
Character Quote Response: Jonas From The Giver,"Invite students to reflect on a quote by the character Jonas from Lois Lowry’s The Giver with this engaging writing worksheet. In this reflective writing exercise, students will respond with words and images as they share their interpretation of the given quote. They’ll reflect on how the quote applies to their own life or the world at large, and they’ll create a visual representation of the quote.
Analyzing quotes is an important part of interpreting and drawing meaning from an author or speaker’s words. When we closely analyze words and their impact, we build a deeper understanding of the intended meaning. Whether used as a warm-up to begin class, as a writing assessment, or as an independent assignment, this exercise is a great way to stimulate critical thinking and discussion in a middle-grade classroom. Don't miss our other high-interest character quote response worksheets!
","{'brand': ['Sixth Grade', 'Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Writing', 'Nonfiction Writing', 'Reflective Writing']}",/worksheet/article/character-quote-response-jonas-from-the-giver/,https://cdn.education.com/worksheet-image/3867533/character-quote-response-amy-march-2023-10-30.gif
How Do We Influence the Inheritance of Traits?,"Explore the difference between natural and artificial selection with this engaging life science worksheet for middle grades! In this three-page worksheet, students will learn about the process of natural selection using the example of a giraffe’s long neck as an inherited trait, as well as how the process of artificial selection for desirable traits differs. Then, students will consider several different real-world scenarios in which they will seek to identify and explain the type of selection occurring. In each of the six short-answer questions, learners will need to use their understanding of natural and artificial selection, along with evidence from the text, to support their answer.
To learn more about traits and behaviors that help organisms survive, check out our worksheet Adaptations and Survival: Reproduction Strategies.
","{'brand': ['Sixth Grade', 'Seventh Grade', 'Eighth Grade'], 'subject': ['Science', 'Life Science', 'Natural Selection and Adaptations']}",/worksheet/article/how-do-we-influence-the-inheritance-of-traits/,https://cdn.education.com/worksheet-image/3865603/influence-inheritance-traits-2023-10-20.gif
Character Quote Response: Sirius Black From the Harry Potter Series,"Invite students to reflect on a quote by the character Sirius Black from J. K. Rowling's Harry Potter series with this engaging writing worksheet. In this reflective writing exercise, students will respond with words and images as they share their interpretation of the given quote. They’ll reflect on how the quote applies to their own life or the world at large, and they’ll create a visual representation of the quote.
Analyzing quotes is an important part of interpreting and drawing meaning from an author or speaker’s words. When we closely analyze words and their impact, we build a deeper understanding of the intended meaning. Whether used as a warm-up to begin class, as a writing assessment, or as an independent assignment, this exercise is a great way to stimulate critical thinking and discussion in a middle-grade classroom. Don't miss our other high-interest character quote response worksheets!
","{'brand': ['Sixth Grade', 'Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Writing', 'Nonfiction Writing', 'Reflective Writing']}",/worksheet/article/character-quote-response-sirius-black-from-the-harry-potter-series/,https://cdn.education.com/worksheet-image/3862750/character-quote-response-sirius-black-2023-10-17.gif
Analyzing Poetry: “I like to see it lap the Miles” by Emily Dickinson,"Introduce readers to the poem “I like to see it lap the Miles” by beloved American poet Emily Dickinson. Designed for eighth graders, this worksheet invites learners to explore this riddle-like poem by first reading deeply and using the spaces provided to take notes about the meaning of words and phrases, the author's use of figurative language, the tone or mood, and anything else that indicates a deeper meaning. Then, as they answer a variety of comprehension questions on page 2, students will practice crucial poetry analysis skills, such as analyzing the use of extended metaphor, examining the impact of punctuation and enjambment, determining the meaning of multi-meaning words, and interpreting allusions, similes, and other figurative language, all while citing text evidence to support their thinking.
If students need a quick review of metaphors, similes, and allusions before teaching this poem, give them this Figurative Language Handout to review different types of figurative language.
","{'brand': ['Eighth Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Reading', 'Language and Vocabulary', 'Reading Genres and Types', 'Language', 'Reading Comprehension Strategies', 'Poems', 'Identifying the Main Idea', 'Comprehension Questions', 'Text Evidence', 'Literary Devices', 'Making Inferences', 'Making Connections in Reading', 'Figurative Language', 'Analyzing Word Choice', 'Analyzing Text Structure', 'Allusions', 'Similes', 'Metaphors']}",/worksheet/article/analyzing-poetry-i-like-to-see-it-lap-the-miles-by-emily-dickinson/,https://cdn.education.com/worksheet-image/3862680/analyzing-poetry-lap-miles-emily-2023-11-17.gif
Reflexive or Intensive Pronoun? #2,"Keep exploring the difference between reflexive and intensive pronouns with part two of this helpful grammar worksheet! Reflexive and intensive pronouns may look alike, but they serve different functions in a sentence. Designed to meet sixth-grade grammar standards, this one-page practice worksheet begins with a review of reflexive and intensive pronouns, along with guiding examples. Students will then read 12 sentences with a bolded pronoun and decide whether that pronoun is intensive or reflexive. This activity is an important component of a larger focus on correct pronoun usage in sixth-grade language and grammar standards. Don't miss Reflexive or Intensive Pronoun? #1 for more targeted practice!
","{'brand': ['Sixth Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Grammar and Mechanics', 'Parts of Speech', 'Pronouns', 'Reflexive Pronouns', 'Intensive Pronouns']}",/worksheet/article/reflexive-or-intensive-pronoun-2/,https://cdn.education.com/worksheet-image/3862641/reflexive-intensive-pronoun-2-2023-10-17.gif
Character Quote Response: Thorin From The Hobbit,"Invite students to reflect on a quote by the character Thorin Oakenshield from J.R.R. Tolkien’s The Hobbit with this engaging writing worksheet. In this reflective writing exercise, students will respond with words and images as they share their interpretation of the given quote. They’ll reflect on how the quote applies to their own life or the world at large, and they’ll create a visual representation of the quote.
Analyzing quotes is an important part of interpreting and drawing meaning from an author or speaker’s words. When we closely analyze words and their impact, we build a deeper understanding of the intended meaning. Whether used as a warm-up to begin class, as a writing assessment, or as an independent assignment, this exercise is a great way to stimulate critical thinking and discussion in a middle-grade classroom. Don't miss our other high-interest character quote response worksheets!
","{'brand': ['Sixth Grade', 'Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Writing', 'Nonfiction Writing', 'Reflective Writing']}",/worksheet/article/character-quote-response-thorin-from-the-hobbit/,https://cdn.education.com/worksheet-image/3859832/character-quote-response-thorin-hobbit-2023-10-13.gif
Halloween Costume Caper Logic Problem,"Get your brain's wheels turning this spooky season with this fun Halloween-themed logic puzzle! It’s Halloween night, and some friends are dressed up to go trick-or-treating. Students will need to use the clues, the 5x5 grid, and their logic and deduction skills to determine which costume each of the five trick-or-treaters is wearing. Perfect for third- and fourth-grade learners, this festive worksheet is a great way to engage students in some seasonal fun while supporting their reasoning and critical thinking skills!
","{'brand': ['Third Grade', 'Fourth Grade'], 'subject': ['Offline games', 'Seasonal', 'Holidays', 'Fall', 'Halloween', 'Puzzles & Sudoku']}",/worksheet/article/halloween-costume-caper-logic-problem/,https://cdn.education.com/worksheet-image/3859783/halloween-costume-caper-logic-puzzle-2023-10-13.gif
Fall Analogies,"Get ready to cozy up this fall with these autumn-themed analogies! An analogy demonstrates a relationship between two pairs of words. Designed for seventh- and eighth-grade learners, this fall-themed language and vocabulary worksheet gives students helpful practice identifying the relationships between words by completing a series of analogies. Learners will complete both multiple-choice and fill-in-the-blank questions to correctly show the relationships between the given pairs of words.
As they work to complete each of the 10 seasonal analogies, students will be working to develop their logic skills and deepen their understanding of figurative relationships. For more targeted practice completing and writing analogies, check out the Relating Words With Analogies #1 worksheet!
","{'brand': ['Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Seasonal', 'Fall', 'Language and Vocabulary', 'Language', 'Analogies']}",/worksheet/article/fall-analogies/,https://cdn.education.com/worksheet-image/3868699/fall-analogies-2023-10-24.gif
Figurative Language Maze: Fall Metaphors,"Brush up on your figurative language skills this fall season with this engaging metaphors maze! Tailored for sixth, seventh, and eighth graders, this fun seasonal worksheet contains various examples and non-examples of metaphors. In order to correctly make their way from start to finish, learners will need to use their understanding of various figurative language techniques to sort through the fall-themed similes, hyperboles, and examples of descriptive language to identify only the metaphors. As they follow the path of metaphors, they’ll collect letters that will reveal a mystery metaphor at the bottom of the page. 
Don't miss our other autumn-inspired language worksheets, such as Fall Analogies, for more fun practice!
","{'brand': ['Sixth Grade', 'Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Offline games', 'Seasonal', 'Mazes', 'Fall', 'Language and Vocabulary', 'Language', 'Figurative Language', 'Metaphors']}",/worksheet/article/figurative-language-maze-fall-metaphors/,https://cdn.education.com/worksheet-image/3858967/figurative-language-maze-fall-metaphors-2023-10-12.gif
Evaluate Expressions Using Order of Operations #2,"Get more practice evaluating expressions using the order of operations with the second installment of this mixed operations math worksheet! Designed for learners in fifth and sixth grades, this worksheet covers a wide range of difficulty, beginning with expressions that require two steps to evaluate and advancing to more intricate expressions that require up to five steps to evaluate. With many of the problems containing exponents, this worksheet also gives students the opportunity to practice evaluating exponents.
For more practice, check out the other two worksheets in this series: Evaluate Expressions Using Order of Operations #1 and Evaluate Expressions Using Order of Operations #3. Or, for an added challenge, try the Order of Operations Puzzle #1 worksheet!
","{'brand': ['Fifth Grade', 'Sixth Grade'], 'subject': ['Math', 'Number Sense', 'Mixed Operations', 'Exponents', 'Order of Operations']}",/worksheet/article/evaluate-expressions-using-order-of-operations-2/,https://cdn.education.com/worksheet-image/3858947/evaluate-expressions-order-operations-2-2023-10-12.gif
Book Study: The Boy Who Harnessed the Wind: Electricity Generation Research Project,"After finishing the book The Boy Who Harnessed the Wind by William Kamkwamba, encourage students to explore the wide-ranging world of nonrenewable and renewable energy! In the book, William Kamkwamba creates a windmill that generates electricity. This extension activity explains the difference between renewable and nonrenewable energy and then invites students to research one source of electricity generation. Students will research and record where it's found, how it works, its benefits, and its challenges. Then, they will share their findings with a partner who researched a different form of electricity generation. Finally, learners will compare and contrast the two different methods.
For additional resources related to this book, be sure to check out the set of book study worksheets for The Boy Who Harnessed the Wind.
","{'brand': ['Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Reading', 'Writing', 'Nonfiction Writing', 'Reading Genres and Types', 'Research Writing', 'Novel Study']}",/worksheet/article/book-study-the-boy-who-harnessed-the-wind-electricity-generation-research-project/,https://cdn.education.com/worksheet-image/3857686/book-study-boy-harnessed-wind-2023-10-11.gif
Character Quote Response: Anne From Anne of Green Gables,"Invite students to reflect on a quote by the character Anne Shirley from L.M. Montgomery’s Anne of Green Gables with this engaging writing worksheet. In this reflective writing exercise, students will respond with words and images as they share their interpretation of the given quote. They’ll reflect on how the quote applies to their own life or the world at large, and they’ll create a visual representation of the quote.
Analyzing quotes is an important part of interpreting and drawing meaning from an author or speaker’s words. When we closely analyze words and their impact, we build a deeper understanding of the intended meaning. Whether used as a warm-up to begin class, as a writing assessment, or as an independent assignment, this exercise is a great way to stimulate critical thinking and discussion in a middle-grade classroom. Don't miss our other high-interest character quote response worksheets!
","{'brand': ['Sixth Grade', 'Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Writing', 'Nonfiction Writing', 'Reflective Writing']}",/worksheet/article/character-quote-response-anne-from-anne-of-green-gables/,https://cdn.education.com/worksheet-image/3858016/character-quote-response-anne-anne-2023-10-11.gif
Gratitude Sunburst,"Use this friendly sunburst template to show what you're grateful for! In this inviting worksheet, students will use the spaces between the sun's rays to draw something they are grateful for. Focusing on gratitude has been proven to have mental and physical health benefits for children and adults alike. This worksheet, designed for students in kindergarten, first, and second grade, is a fun and accessible way to encourage learners to look at the world around them in a new and thankful way. Whether used during the Thanksgiving holiday or any other time of year, this activity will support and nurture essential social emotional skills in young learners.
","{'brand': ['Kindergarten', 'First Grade', 'Second Grade'], 'subject': ['Seasonal', 'Holidays', 'Fall', 'Thanksgiving', 'Social emotional']}",/worksheet/article/gratitude-sunburst/,https://cdn.education.com/worksheet-image/3857022/gratitude-sunburst-2023-10-10.gif
Gratitude Pie,"What place, memory, or smell are you grateful for this holiday season? This enticing worksheet invites students to envision a delicious pie in which each slice represents a different aspect of gratitude. Learners are urged to think outside the box as they consider what they are grateful for based on each of eight unique prompts. Students will write or draw something they are grateful for on each slice of pie based on the given prompts: person, place, object, activity, memory, smell, sound, and taste. Ideal for students in fourth through eighth grade, this activity is a fun and creative way to help learners build social emotional awareness during the fall season or any time of year!
","{'brand': ['Fourth Grade', 'Fifth Grade', 'Sixth Grade', 'Seventh Grade', 'Eighth Grade'], 'subject': ['Seasonal', 'Holidays', 'Fall', 'Thanksgiving', 'Social emotional']}",/worksheet/article/gratitude-pie/,https://cdn.education.com/worksheet-image/3856999/gratitude-pie-2023-10-10.gif
Give Thanks Acrostic Poem,"What are you thankful for? Use this acrostic poem template to inspire your learners to reflect on the theme of gratitude. An acrostic poem is one that uses the first letter of a word to begin each line. In this one-page worksheet, students will use the word ""thanks"" to write an original acrostic poem. Geared toward first- and second-grade learners, this inviting worksheet is a great way to inspire students to think creatively about all they have to be thankful for, be it during Thanksgiving or any time of year!
","{'brand': ['First Grade', 'Second Grade'], 'subject': ['Reading & Writing', 'Writing', 'Seasonal', 'Holidays', 'Fiction Writing', 'Fall', 'Poetry', 'Thanksgiving', 'Social emotional']}",/worksheet/article/give-thanks-acrostic-poem/,https://cdn.education.com/worksheet-image/3856171/give-acrostic-poem-2023-10-09.gif
Short U CVC Word Sort: Real and Nonsense Words,"Give your students hands-on word study practice with this cut-and-paste short U CVC word sort! Designed for kindergarten and first-grade learners, this phonics worksheet gives students engaging practice decoding short U CVC words such as bug and nut. Learners will need to read each of the 12 words and determine if they are real words or nonsense words, sorting them into the correct category.
Early readers need to rely on decoding skills when reading new words, and the nonsense words provided in this activity are a great way to expose learners to different sound combinations while helping them understand that letters represent sound. For more practice with this skill, check out the rest of the real and nonsense CVC word sort worksheets!
","{'brand': ['Kindergarten', 'First Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Phonics', 'Letter Sounds', 'Vowels', 'Decoding Words', 'Long U/Short U']}",/worksheet/article/short-u-cvc-word-sort-real-and-nonsense-words/,https://cdn.education.com/worksheet-image/3854772/short-cvc-word-sort-real-2023-10-06.gif
Short O CVC Word Sort: Real and Nonsense Words,"Give your students hands-on word study practice with this cut-and-paste short O CVC word sort! Designed for kindergarten and first-grade learners, this phonics worksheet gives students engaging practice decoding short O CVC words such as hot and box. Learners will need to read the words and determine if they are real words or nonsense words, sorting them into the correct category. Early readers need to rely on decoding skills when reading new words, and the nonsense words provided are a great way to expose learners to different sound combinations while helping them understand that letters represent sound. For more practice with this skill, check out the rest of the real and nonsense CVC word sort worksheets!
","{'brand': ['Kindergarten', 'First Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Phonics', 'Letter Sounds', 'Vowels', 'Decoding Words', 'Long O/Short O']}",/worksheet/article/short-o-cvc-word-sort-real-and-nonsense-words/,https://cdn.education.com/worksheet-image/3854762/short-cvc-word-sort-real-2023-10-06.gif
Short I CVC Word Sort: Real and Nonsense Words,"Give your students hands-on word study practice with this cut-and-paste short I CVC word sort! Designed for kindergarten and first-grade learners, this phonics worksheet gives students engaging practice decoding short I CVC words such as wig and pin. Learners will need to read the words and determine if they are real words or nonsense words, sorting them into the correct category. Early readers need to rely on decoding skills when reading new words, and the nonsense words provided are a great way to expose learners to different sound combinations while helping them understand that letters represent sound. For more practice with this skill, check out the rest of the real and nonsense CVC word sort worksheets!
","{'brand': ['Kindergarten', 'First Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Phonics', 'Letter Sounds', 'Vowels', 'Decoding Words', 'Long I/Short I']}",/worksheet/article/short-i-cvc-word-sort-real-and-nonsense-words/,https://cdn.education.com/worksheet-image/3854716/short-cvc-word-sort-real-2023-10-06.gif
Halloween Hidden Picture: Classify Real Numbers,"How well do you know your real numbers? Engage students this fall season with this Halloween-themed hidden picture math puzzle! Perfect for eighth-grade math learners, this worksheet features a grid containing 143 different types of real numbers. Each type of real number corresponds to a different color. Students will need to classify each number to determine the color of each square on the grid. Then, they can color the squares to reveal a Halloween picture! This engaging math puzzle is a fun way to celebrate the fall season while helping students gain fluency with classifying irrational numbers, rational numbers, integers, whole numbers, and natural numbers.
","{'brand': ['Eighth Grade'], 'subject': ['Math', 'Number Sense', 'Math Puzzles', 'Holidays', 'Seasonal', 'Fall', 'Halloween', 'Irrational Numbers', 'Integers and Rational Numbers']}",/worksheet/article/halloween-hidden-picture-classify-real-numbers/,https://cdn.education.com/worksheet-image/3854682/halloween-hidden-picture-classify-real-2023-10-11.gif
